nflId,height,weight,birthDate,collegeName,position,displayName
47814,6-Jun,306,2/22/1995,Washington,T,Kaleb McGary
47815,4-Jun,225,12/17/1997,Arizona State,WR,N'Keal Harry
47816,11-May,190,1/18/1998,Washington,CB,Byron Murphy
47817,Jun-00,190,5/23/1996,Temple,CB,Rock Ya-Sin
47818,5-Jun,312,11/25/1997,Florida,T,Jawaan Taylor
47819,11-May,214,1/15/1996,South Carolina,WR,Deebo Samuel
47820,5-Jun,310,11/4/1997,Mississippi,T,Greg Little
47821,3-Jun,329,12/28/1996,Oklahoma,G,Cody Ford
47822,Jun-00,195,6/19/1997,Central Michigan,CB,Sean Murphy-Bunting
47823,2-Jun,200,9/20/1997,Clemson,CB,Trayvon Mullen
47824,5-Jun,312,7/13/1995,Kansas State,G,Dalton Risner
47826,2-Jun,250,9/28/1996,Hawaii,MLB,Jahlani Tavai
47827,5-Jun,310,12/26/1995,Mississippi State,G,Elgton Jenkins
47829,2-Jun,184,12/3/1997,Louisiana State,CB,Greedy Williams
47830,2-Jun,195,7/18/1997,Utah,FS,Marquise Blair
47831,4-Jun,315,8/27/1997,Texas A&amp;M,C,Erik McCoy
47832,3-Jun,252,1/19/1996,Texas Christian,DE,Ben Banogu
47833,2-Jun,240,8/9/1998,Alabama,TE,Irv Smith
47834,Jun-00,226,6/30/1997,Mississippi,WR,A.J. Brown
47835,4-Jun,259,4/16/1996,Washington,TE,Drew Sample
47836,11-May,211,5/1/1997,Penn State,RB,Miles Sanders
47837,2-Jun,213,11/4/1995,Kentucky,CB,Lonnie Johnson
47838,6-Jun,325,8/10/1996,Northern Illinois,G,Max Scharping
47839,10-May,187,3/12/1998,Georgia,WR,Mecole Hardman
47841,3-Jun,308,3/25/1998,Central Florida,DT,Trysten Hill
47842,Jun-00,205,7/16/1997,Ohio State,WR,Parris Campbell
47843,Jun-00,206,5/31/1997,Delaware,FS,Nasir Adderley
47844,Jun-00,208,12/22/1997,Washington,FS,Taylor Rapp
47845,9-May,190,11/18/1996,Massachusetts,WR,Andy Isabella
47846,Jun-00,205,10/19/1995,Virginia,FS,Juan Thornhill
47847,4-Jun,230,12/14/1997,Mississippi,WR,DK Metcalf
47848,4-Jun,281,8/20/1997,Boston College,DE,Zach Allen
47849,10-May,181,7/5/1996,Toledo,WR,Diontae Johnson
47852,5-Jun,250,3/21/1997,San Jose State,TE,Josh Oliver
47853,8-May,200,8/19/1997,Memphis,RB,Darrell Henderson
47854,3-Jun,281,1/5/1997,Ohio State,DE,Dre'Mont Jones
47855,2-Jun,245,5/21/1996,North Carolina State,OLB,Germaine Pratt
47856,10-May,222,6/7/1997,Iowa State,RB,David Montgomery
47857,7-May,203,9/3/1997,Florida Atlantic,RB,Devin Singletary
47859,Jun-00,210,9/15/1995,Ohio State,WR,Terry McLaurin
47860,3-Jun,251,4/19/1995,Michigan,DE,Chase Winovich
47862,11-May,196,2/6/1998,Michigan,CB,David Long
47863,1-Jun,238,6/8/1995,Brigham Young,OLB,Sione Takitaki
47864,1-Jun,207,12/19/1995,Boston College,SS,Will Harris
47865,3-Jun,316,9/23/1996,North Carolina-Charlotte,G,Nate Davis
47866,2-Jun,192,1/12/1998,Michigan State,CB,Justin Layne
47867,Jun-00,324,8/9/1996,Western Illinois,DT,Khalen Saunders
47870,11-May,215,2/11/1997,Alabama,RB,Damien Harris
47871,2-Jun,237,11/13/1996,Utah,MLB,Cody Barton
47872,1-Jun,234,7/29/1996,Stanford,MLB,Bobby Okereke
47873,5-Jun,308,11/3/1997,Penn State,G,Connor McGovern
47874,6-Jun,307,9/5/1996,Sioux Falls,T,Trey Pipkins
47876,4-Jun,220,10/12/1996,Notre Dame,WR,Miles Boykin
47877,1-Jun,206,10/15/1996,Auburn,CB,Jamel Dean
47878,4-Jun,250,12/7/1996,Old Dominion,OLB,Oshane Ximines
47879,4-Jun,254,11/14/1996,Mississippi,TE,Dawson Knox
47880,4-Jun,312,3/24/1997,Oklahoma,G,Bobby Evans
47881,11-May,226,8/28/1996,Murray State,OLB,Quincy Williams
47882,10-May,200,5/18/1996,Kentucky,FS,Mike Edwards
47884,5-Jun,310,2/21/1996,West Virginia,T,Yodny Cajuste
47885,11-May,220,6/19/1998,Boise State,RB,Alexander Mattison
47888,11-May,208,12/20/1997,Florida,SS,Chauncey Gardner-Johnson
47889,5-Jun,255,8/22/1997,Eastern Michigan,DE,Maxx Crosby
47890,7-Jun,272,3/4/1997,Iowa,OLB,Anthony Nelson
47891,11-May,193,3/19/1998,Notre Dame,SS,Julian Love
47896,10-May,200,11/14/1997,Oklahoma State,RB,Justice Hill
47899,11-May,210,6/14/1998,Iowa,FS,Amani Hooker
47900,6-Jun,261,11/12/1996,Clemson,OLB,Austin Bryant
47901,5-Jun,310,8/20/1996,Arkansas,C,Hjalte Froholdt
47904,3-Jun,267,9/12/1995,West Virginia,TE,Trevon Wesco
47906,4-Jun,310,10/29/1996,Oklahoma,G,Ben Powers
47907,4-Jun,322,10/19/1995,Wake Forest,G,Phil Haynes
47911,Jun-00,209,4/30/1997,Memphis,RB,Tony Pollard
47913,2-Jun,234,8/15/1995,Notre Dame,MLB,Drue Tranquill
47915,9-May,201,5/16/1997,Oregon,FS,Ugochukwu Amadi
47916,3-Jun,214,8/8/1996,Auburn,QB,Jarrett Stidham
47917,1-Jun,312,5/6/1996,Washington,DT,Greg Gaines
47918,5-Jun,285,11/22/1995,"Charleston, W. Va.",DT,John Cominsky
47920,4-Jun,250,5/6/1997,Louisiana State,TE,Foster Moreau
47922,1-Jun,196,2/11/1997,Alabama,SS,Deionte Thompson
47924,8-Jun,265,9/10/1996,Michigan,TE,Zach Gentry
47929,2-Jun,203,2/9/1996,Penn State,CB,Amani Oruwariye
47931,Jun-00,225,5/25/1997,Arkansas,MLB,Dre Greenlaw
47932,10-May,185,12/21/1995,Clemson,WR,Hunter Renfrow
47934,4-Jun,242,7/1/1995,Wisconsin,OLB,Andrew Van Ginkel
47938,1-Jun,240,2/14/1998,Alabama,OLB,Mack Wilson
47939,5-Jun,248,1/15/1996,Oregon,OLB,Justin Hollins
47940,1-Jun,235,5/10/1996,Minnesota,MLB,Blake Cashman
47941,1-Jun,210,1/10/1997,Miami,CB,Michael Jackson
47942,3-Jun,300,5/20/1996,Maryland,DT,Byron Cowart
47944,5-Jun,280,8/20/1997,Texas,DE,Charles Omenihu
47947,4-Jun,230,6/1/1995,Tarleton State,OLB,E.J. Speed
47952,6-Jun,308,3/20/1997,Wisconsin,G,David Edwards
47954,1-Jun,190,1/12/1997,Auburn,WR,Darius Slayton
47956,1-Jun,240,7/30/1996,North Carolina,MLB,Cole Holcomb
47961,1-Jun,225,5/16/1996,Washington State,QB,Gardner Minshew
47964,10-May,190,11/13/1995,Miami,FS,Jaquan Johnson
47969,10-May,210,9/17/1997,Maryland,RB,Ty Johnson
47970,3-Jun,215,9/4/1996,Colorado,WR,Juwann Winfree
47971,11-May,224,10/12/1996,West Virginia,MLB,David Long
47973,5-Jun,295,7/22/1996,Arkansas,DT,Armon Watts
47974,Jun-00,191,1/27/1996,Wyoming,SS,Marcus Epps
47975,3-Jun,295,8/24/1996,Alabama,DT,Isaiah Buggs
47976,5-Jun,323,2/14/1997,Elon,G,Olisaemeka Udoh
47980,Jun-00,202,8/23/1995,Penn State,QB,Trace McSorley
47984,11-May,188,2/17/1997,South Carolina,CB,Rashad Fenton
47987,10-May,202,8/7/1998,Miami,RB,Travis Homer
47991,11-May,174,7/31/1997,Bowling Green,WR,Scott Miller
47995,6-Jun,324,8/7/1996,South Carolina,T,Dennis Daley
47996,Jun-00,204,2/21/1995,Texas A&amp;M,SS,Donovan Wilson
47999,4-Jun,320,4/21/1996,Illinois,G,Nick Allegretti
48000,11-May,201,9/12/1996,Texas,CB,Kris Boyd
48008,6-Jun,253,4/4/1997,North Carolina A&amp;T,OLB,Darryl Johnson
48011,5-Jun,251,7/1/1995,Boston College,TE,Tommy Sweeney
48013,4-Jun,253,5/9/1996,Prairie View,OLB,Quinton Bell
48017,10-May,200,2/15/1997,Washington,RB,Myles Gaskin
48023,7-Jun,302,8/8/1995,Utah,T,Jackson Barton
48026,11-May,200,5/17/1995,Penn State,SS,Nick Scott
48027,3-Jun,240,6/10/1995,Idaho,OLB,Kaden Elliss
48032,3-Jun,284,5/5/1996,Temple,DE,Michael Dogbe
48051,10-May,176,3/31/1997,Kansas,WR,Steven Sims
48085,7-Jun,326,6/5/1997,Florida,T,Fred Johnson
48089,2-Jun,235,8/5/1996,Nevada,OLB,Malik Reed
48090,2-Jun,200,7/9/1996,Boise State,QB,Brett Rypien
48094,5-Jun,300,3/25/1996,Texas,T,Calvin Anderson
48096,3-Jun,255,5/15/1996,Texas,TE,Andrew Beck
48097,2-Jun,200,11/9/1996,North Carolina State,WR,Jakobi Meyers
48117,2-Jun,209,9/4/1996,Arizona,OLB,Demetrius Flannigan-Fowles
48118,1-Jun,215,5/15/1997,Malone,WR,Ashton Dulin
48119,8-May,180,7/5/1996,Georgia State,WR,Penny Hart
48123,1-Jun,285,3/1/1997,Penn State,DT,Kevin Givens
48145,3-Jun,255,10/24/1996,Boston College,DE,Wyatt Ray
48158,5-Jun,314,9/8/1995,Notre Dame,G,Alex Bars
48159,2-Jun,311,8/13/1996,Notre Dame,C,Sam Mustipher
48170,5-Jun,295,8/4/1996,Lindenwood,DE,Jonathan Harris
48181,7-Jun,314,1/2/1996,Virginia Tech,T,Yosuah Nijman
48198,3-Jun,366,10/20/1995,Michigan,DT,Bryan Mone
48207,Jun-00,233,7/1/1996,Vanderbilt,FB,Khari Blasingame
48220,4-Jun,308,8/13/1997,California,G,Patrick Mekari
48225,4-Jun,335,2/20/1996,Alabama,G,Lester Cotton
48226,3-Jun,245,4/12/1995,Azusa Pacific,LS,Matt Orzech
48233,1-Jun,242,7/9/1996,Wisconsin,FB,Alec Ingold
48235,4-Jun,300,5/2/1997,UCLA,C,Andre James
48241,10-May,200,6/22/1997,South Carolina,CB,Keisean Nixon
48259,2-Jun,238,1/17/1996,Middle Tennessee,MLB,Darius Harris
48268,2-Jun,228,8/4/1997,Florida Atlantic,MLB,Azeez Al-Shaair
48301,5-Jun,288,8/4/1997,North Carolina,DT,Jalen Dalton
48308,4-Jun,265,3/19/1996,Tennessee,DE,Jonathan Kongbo
48318,Jun-00,225,10/2/1996,Nebraska,RB,Devine Ozigbo
48374,8-May,193,7/23/1997,Virginia,WR,Olamide Zaccheaus
48415,6-May,170,12/4/1997,Assumption,WR,Deonte Harty
48447,10-May,202,2/12/1997,Texas,FS,P.J. Locke
48454,11-May,195,12/15/1995,Mississippi,FS,C.J. Moore
48455,7-Jun,299,12/19/1995,Iowa,T,Matt Nelson
48456,8-Jun,237,8/16/1997,Stetson University,TE,Donald Parham
48458,3-Jun,240,11/24/1996,"Wayne State, Mich.",OLB,Anthony Pittman
48462,4-Jun,285,8/5/1996,Texas-San Antonio,DE,Kevin Strong
48471,2-Jun,207,12/10/1995,Stanford,WR,Trenton Irwin
48473,4-Jun,280,9/12/1997,Georgia,DE,Jonathan Ledbetter
48475,5-Jun,255,10/6/1995,Temple,TE,Chris Myarick
48476,Jun-00,193,11/4/1996,Texas-El Paso,CB,Nik Needham
48482,Jun-00,237,6/25/1998,Texas A&amp;M,MLB,Tyrel Dodson
48485,5-Jun,310,1/11/1996,Northwestern,G,Blake Hance
48487,9-May,185,4/13/1997,Buffalo,CB,Cameron Lewis
48489,3-Jun,210,5/29/1996,West Virginia,WR,David Sills
48495,9-May,188,8/19/1997,Appalachian State,CB,Tae Hayes
48500,1-Jun,200,11/5/1997,Alabama,CB,Saivion Smith
48508,Jun-00,209,12/5/1996,Wyoming,FS,Andrew Wingard
48512,4-Jun,300,2/14/1997,Penn State,C,Ryan Bates
48513,4-Jun,334,7/10/1998,Stanford,G,Nate Herbig
48514,4-Jun,305,8/15/1996,Weber State,G,Iosua Opeta
48516,1-Jun,240,8/12/1996,Wisconsin,MLB,T.J. Edwards
48520,5-Jun,350,9/1/1996,Alabama-Birmingham,DT,Anthony Rush
48530,Jun-00,205,9/7/1996,Nebraska,WR,Stanley Morgan
48537,5-Jun,261,12/18/1996,Wyoming,DE,Carl Granderson
48541,4-Jun,225,4/19/1998,Texas,WR,Lil'Jordan Humphrey
48544,3-Jun,300,10/20/1995,Tennessee,DT,Shy Tuttle
48555,3-Jun,245,8/28/1995,Nebraska,OLB,Luke Gifford
48556,1-Jun,212,6/7/1997,North Texas,WR,Jalen Guyton
48566,3-Jun,279,1/16/1996,Kansas,DE,Daniel Wise
48576,3-Jun,215,6/23/1995,Findlay,WR,Jason Moore
48580,6-Jun,260,11/9/1995,Michigan State,TE,Matt Sokol
48581,Jun-00,205,5/12/1997,Tulane,SS,Roderic Teamer
48588,3-Jun,235,10/15/1996,California,MLB,Jordan Kunaszyk
48601,1-Jun,193,1/8/1996,Oklahoma State,WR,Tyron Johnson
48646,7-May,173,5/29/1998,Wake Forest,WR,Greg Dortch
48657,1-Jun,195,4/21/1997,Boston College,WR,Jeff Smith
48669,1-Jun,299,3/19/1996,Chattanooga,DT,Isaiah Mack
48680,10-May,194,7/29/1996,Bryant,WR,Tom Kennedy
48683,6-Jun,230,12/7/1995,Valdosta State,TE,Joe Fortson
48700,3-Jun,237,2/27/1997,Princeton,TE,Jesper Horsted
48707,11-May,215,6/15/1996,Kutztown,RB,Craig Reynolds
48723,3-Jun,261,5/26/1995,Iowa,TE,Parker Hesse
48766,6-Jun,260,11/10/1995,Missouri,TE,Kendall Blanton
48770,2-Jun,285,5/9/1997,Cincinnati,DT,Marquise Copeland
48772,1-Jun,212,9/18/1995,Iowa,MLB,Jake Gervase
48780,3-Jun,245,9/13/1994,Delaware,MLB,Troy Reeder
48786,6-Jun,319,6/21/1997,Middle Tennessee,T,Chandler Brewer
48988,Jun-00,190,11/26/1996,Bemidji State,WR,Gunner Olszewski
49410,11-May,190,7/18/1998,Washington State,FS,Jalen Thompson
52272,Jun-00,170,NA,Tusculum,CB,Dee Alford
52409,4-Jun,216,12/10/1996,Louisiana State,QB,Joe Burrow
52411,1-Jun,200,2/2/1999,Ohio State,CB,Jeff Okudah
52412,5-Jun,326,1/22/1999,Georgia,T,Andrew Thomas
52413,1-Jun,218,3/2/1998,Alabama,QB,Tua Tagovailoa
52414,6-Jun,237,3/10/1998,Oregon,QB,Justin Herbert
52415,5-Jun,318,4/15/1998,Auburn,DE,Derrick Brown
52416,3-Jun,225,7/26/1998,Clemson,MLB,Isaiah Simmons
52417,1-Jun,191,9/30/1998,Florida,CB,C.J. Henderson
52418,5-Jun,320,5/17/1999,Alabama,T,Jedrick Wills
52421,5-Jun,322,1/24/1999,Iowa,T,Tristan Wirfs
52422,6-Jun,310,10/3/1997,South Carolina,DT,Javon Kinlaw
52423,1-Jun,192,4/24/1999,Alabama,WR,Jerry Jeudy
52424,2-Jun,190,9/23/1998,Clemson,CB,A.J. Terrell
52425,2-Jun,189,4/8/1999,Oklahoma,WR,CeeDee Lamb
52426,6-Jun,310,8/11/1999,Southern California,T,Austin Jackson
52428,4-Jun,250,7/25/1999,Louisiana State,OLB,K'Lavon Chaisson
52429,11-May,195,1/2/1999,Texas Christian,WR,Jalen Reagor
52430,3-Jun,192,NA,Louisiana State,WR,Justin Jefferson
52431,3-Jun,234,11/16/1998,Oklahoma,MLB,Kenneth Murray
52432,3-Jun,319,6/14/1999,Michigan,G,Cesar Ruiz
52433,1-Jun,206,3/17/1998,Arizona State,WR,Brandon Aiyuk
52434,4-Jun,220,11/2/1998,Utah State,QB,Jordan Love
52435,1-Jun,245,10/21/1997,Texas Tech,MLB,Jordyn Brooks
52436,1-Jun,227,8/13/1999,Louisiana State,MLB,Patrick Queen
52438,11-May,196,11/27/1999,Auburn,CB,Noah Igbinoghene
52440,8-May,209,4/11/1999,Louisiana State,RB,Clyde Edwards-Helaire
52441,4-Jun,210,1/18/1999,Clemson,WR,Tee Higgins
52442,4-Jun,220,10/5/1997,Southern California,WR,Michael Pittman
52443,10-May,211,1/14/1999,Georgia,RB,D'Andre Swift
52444,1-Jun,197,8/8/1998,Alabama,FS,Xavier McKinney
52445,2-Jun,216,3/22/1996,Lenoir-Rhyne,FS,Kyle Dugger
52446,5-Jun,264,2/26/1998,Penn State,OLB,Yetur Gross-Matos
52447,5-Jun,322,8/25/1996,Louisiana-Lafayette,G,Robert Hunt
52448,4-Jun,305,7/9/1998,Texas Christian,DT,Ross Blacklock
52449,11-May,221,1/19/1999,Wisconsin,RB,Jonathan Taylor
52450,2-Jun,220,10/5/1998,Colorado,WR,Laviska Shenault
52451,6-Jun,258,3/10/1999,Notre Dame,TE,Cole Kmet
52452,3-Jun,203,9/20/1998,Louisiana State,SS,Grant Delpit
52453,9-May,205,8/16/1998,Minnesota,FS,Antoine Winfield
52454,9-May,176,7/8/1999,Penn State,WR,K.J. Hamler
52456,3-Jun,253,3/24/1997,Tennessee,OLB,Darrell Taylor
52457,4-Jun,227,7/7/1998,Notre Dame,WR,Chase Claypool
52458,Jun-00,195,4/19/1999,Utah,CB,Jaylon Johnson
52459,2-Jun,207,NA,Alabama,CB,Trevon Diggs
52460,11-May,212,6/22/1999,Florida State,RB,Cam Akers
52461,2-Jun,218,8/7/1998,Oklahoma,QB,Jalen Hurts
52462,5-Jun,280,9/15/1998,Iowa,DE,A.J. Epenesa
52463,10-May,214,12/17/1998,Ohio State,RB,J.K. Dobbins
52464,7-Jun,310,NA,Alabama,DT,Raekwon Davis
52465,2-Jun,197,7/26/1996,Florida,WR,Van Jefferson
52466,6-Jun,310,5/8/1998,Boise State,G,Ezra Cleveland
52467,3-Jun,208,10/10/1997,Baylor,WR,Denzel Mims
52468,2-Jun,250,9/18/1998,Michigan,OLB,Josh Uche
52469,Jun-00,200,9/3/1998,Louisiana State,CB,Kristian Fulton
52470,1-Jun,250,5/2/1998,Boston College,RB,A.J. Dillon
52471,2-Jun,235,2/15/1998,Mississippi State,OLB,Willie Gay
52472,3-Jun,212,2/26/1998,Southern Illinois,FS,Jeremy Chinn
52473,2-Jun,250,7/8/1996,Wyoming,MLB,Logan Wilson
52474,2-Jun,221,6/23/1998,Memphis,RB,Antonio Gibson
52475,5-Jun,241,12/27/1997,Notre Dame,OLB,Julian Okwara
52476,1-Jun,200,10/10/1996,California,SS,Ashtyn Davis
52477,3-Jun,332,3/21/1997,Louisiana State,G,Damien Lewis
52478,Jun-00,205,4/2/1998,Texas,SS,Brandon Jones
52479,3-Jun,300,11/17/1997,Texas A&amp;M,DT,Justin Madubuike
52480,7-Jun,310,6/22/1997,Houston,G,Josh Jones
52481,4-Jun,310,2/1/1997,Ohio State,DT,Davon Hamilton
52482,3-Jun,235,12/30/1996,Wisconsin,OLB,Zack Baun
52483,4-Jun,305,2/5/1997,Ohio State,G,Jonah Jackson
52484,10-May,215,5/4/1997,Vanderbilt,RB,Ke'Shawn Vaughn
52485,1-Jun,200,9/12/1997,Iowa,CB,Michael Ojemudia
52486,4-Jun,290,11/17/1997,Temple,C,Matt Hennessy
52488,Jun-00,201,10/14/1997,Kentucky,WR,Lynn Bowden
52489,3-Jun,215,11/13/1998,South Carolina,WR,Bryan Edwards
52490,2-Jun,302,1/17/1997,Oklahoma,DT,Neville Gallimore
52491,4-Jun,315,11/22/1997,Louisiana State,C,Lloyd Cushenberry
52492,5-Jun,252,8/25/1998,Alabama,OLB,Terrell Lewis
52493,1-Jun,204,8/24/1998,Utah,FS,Julian Blackmon
52494,10-May,215,12/15/1997,Utah,RB,Zack Moss
52495,3-Jun,259,9/1/1997,Alabama,OLB,Anfernee Jennings
52496,4-Jun,315,11/23/1997,Missouri,DT,Jordan Elliott
52497,2-Jun,185,9/3/1998,Mississippi State,CB,Cameron Dantzler
52498,3-Jun,259,5/25/1997,Florida,DE,Jonathan Greenard
52499,3-Jun,260,8/14/1997,UCLA,TE,Devin Asiasi
52500,11-May,210,9/12/1997,Texas,WR,Devin Duvernay
52502,3-Jun,240,2/14/1997,Cincinnati,TE,Josiah Deguara
52505,4-Jun,233,4/1/1999,Louisiana State,MLB,Jacob Phillips
52506,3-Jun,245,3/5/1998,Ohio State,OLB,Malik Harrison
52510,4-Jun,242,8/7/1997,North Carolina-Charlotte,OLB,Alex Highsmith
52512,Jun-00,198,8/18/1997,Utah,FS,Terrell Burgess
52513,6-Jun,253,2/5/1997,Dayton,TE,Adam Trautman
52514,5-Jun,345,1/29/1997,Mississippi State,T,Tyre Phillips
52515,2-Jun,215,9/21/1997,Appalachian State,OLB,Akeem Davis-Gaither
52516,4-Jun,295,7/26/1999,Louisiana State,T,Saahdiq Charles
52517,4-Jun,330,8/19/1997,Clemson,G,John Simpson
52518,10-May,198,6/23/1998,UCLA,CB,Darnay Holmes
52520,11-May,219,11/20/1997,UCLA,RB,Joshua Kelley
52522,5-Jun,335,8/23/1998,Utah,DT,Leki Fotu
52523,5-Jun,240,4/23/1998,Florida Atlantic,TE,Harrison Bryant
52524,6-Jun,305,7/22/1998,"St. John's, Minn.",G,Ben Bartch
52525,5-Jun,260,10/31/1997,South Carolina,OLB,D.J. Wonnum
52526,5-Jun,255,4/25/1998,Missouri,TE,Albert Okwuegbunam
52527,3-Jun,219,8/28/1997,Fresno State,MLB,Mykal Walker
52529,6-Jun,320,3/18/1997,Kentucky,G,Logan Stenberg
52530,6-Jun,227,11/17/1997,Washington,QB,Jacob Eason
52534,8-Jun,315,11/20/1996,North Carolina,T,Charlie Heck
52535,11-May,208,7/25/1997,Clemson,SS,K'Von Wallace
52536,3-Jun,213,3/1/1999,Central Florida,WR,Gabe Davis
52538,4-Jun,295,1/20/1999,Baylor,DT,James Lynch
52539,2-Jun,308,NA,Louisiana State,DT,Rashard Lawrence
52540,4-Jun,225,9/18/1996,Oregon,MLB,Troy Dye
52541,7-Jun,251,1/8/1999,Stanford,TE,Colby Parkinson
52542,2-Jun,210,8/25/1997,California,FS,Jaylinn Hawkins
52543,4-Jun,321,9/18/1996,Louisiana-Lafayette,G,Kevin Dotson
52544,5-Jun,245,3/27/1997,Purdue,TE,Brycen Hopkins
52545,10-May,175,4/5/1999,Michigan State,CB,Josiah Scott
52546,1-Jun,193,1/21/1997,Louisiana Tech,CB,L'Jarius Sneed
52547,9-May,183,7/6/1998,Louisiana Tech,CB,Amik Robertson
52551,4-Jun,325,2/20/1998,Michigan,G,Ben Bredeson
52552,10-May,214,9/16/1998,Miami,RB,DeeJay Dallas
52553,5-Jun,296,4/1/1997,Auburn,T,Jack Driscoll
52554,3-Jun,320,11/20/1997,Wisconsin,C,Tyler Biadasz
52557,4-Jun,300,6/19/1996,Ball State,G,Danny Pinter
52561,7-Jun,324,8/9/1996,West Virginia,T,Colton McKivitz
52563,4-Jun,268,6/13/1997,Tulsa,OLB,Trevis Gipson
52566,1-Jun,201,NA,Virginia,CB,Bryce Hall
52569,2-Jun,205,8/25/1998,Minnesota,WR,Tyler Johnson
52570,Jun-00,220,12/6/1997,Michigan,MLB,Khaleke Hudson
52571,11-May,190,12/11/1997,Georgia Southern,CB,Kindle Vildor
52574,1-Jun,205,4/1/1998,Wisconsin,WR,Quintez Cephus
52578,3-Jun,305,12/4/1996,Texas Tech,DT,Broderick Washington
52581,11-May,172,10/29/1997,Tulane,WR,Darnell Mooney
52582,3-Jun,291,4/24/1997,North Carolina State,DT,Larrell Murchison
52584,Jun-00,200,6/10/1997,Miami,WR,K.J. Osborn
52585,2-Jun,255,NA,Michigan,DE,Michael Danna
52588,5-Jun,300,12/8/1997,Kansas,G,Hakeem Adeniji
52590,3-Jun,350,12/10/1997,Michigan,G,Michael Onwenu
52592,1-Jun,333,NA,Baylor,DT,Bravvion Roy
52594,11-May,202,9/17/1997,Notre Dame,SS,Alohi Gilman
52595,2-Jun,208,2/19/1999,Michigan,WR,Donovan Peoples-Jones
52598,5-Jun,245,10/16/1997,Georgia,TE,Charlie Woerner
52600,5-Jun,321,8/8/1997,Michigan,G,Jon Runyan
52603,5-Jun,290,11/27/1995,Wake Forest,T,Justin Herron
52607,2-Jun,205,3/4/1998,Ohio State,SS,Jordan Fuller
52608,2-Jun,190,6/9/1998,Southern Mississippi,WR,Quez Watkins
52609,Jun-00,193,9/20/1996,Southern Methodist,WR,James Proche
52611,7-Jun,307,1/23/1997,Oregon State,T,Blake Brandel
52613,Jun-00,210,1/21/1998,Michigan,SS,Josh Metellus
52614,4-Jun,250,4/2/1997,Georgia Tech,TE,Tyler Davis
52615,4-Jun,209,10/21/1998,Oregon State,WR,Isaiah Hodgins
52616,5-Jun,297,4/29/1997,Oregon,C,Jake Hanson
52618,7-Jun,310,11/22/1997,Auburn,T,Prince Tega Wanogho
52619,10-May,170,1/7/1998,Massachusetts,CB,Isaiah Rodgers
52620,4-Jun,220,8/6/1998,Washington State,WR,Dezmon Patmon
52623,1-Jun,240,3/7/1997,Purdue,MLB,Markus Bailey
52624,2-Jun,203,NA,Arkansas,SS,Kamren Curl
52625,3-Jun,214,7/10/1997,Tennessee,WR,Jauan Jennings
52627,11-May,210,4/19/1999,Iowa,SS,Geno Stone
52630,10-May,210,4/13/1999,Arizona State,RB,Eno Benjamin
52637,3-Jun,265,NA,North Carolina State,DE,James Smith-Williams
52640,2-Jun,320,8/22/1996,Nebraska,DT,Carlos Davis
52641,4-Jun,247,8/22/1996,Stanford,DE,Casey Toohill
52647,11-May,185,11/29/1996,Pittsburgh,CB,Dane Jackson
52650,4-Jun,250,7/28/1999,Miami,OLB,Jonathan Garvin
52651,Jun-00,186,4/13/1998,Marshall,CB,Chris Jackson
52658,2-Jun,315,6/24/1998,Clemson,T,Tremayne Anchrum
52659,5-Jun,242,11/28/1996,Louisiana State,TE,Stephen Sullivan
52660,2-Jun,205,9/20/1997,Florida,WR,Tyrie Cleveland
52662,5-Jun,246,NA,North Dakota State,OLB,Derrek Tuszka
52663,3-Jun,235,3/12/1997,Georgia,MLB,Tae Crowder
52665,3-Jun,290,6/9/1998,Texas,DT,Malcolm Roach
52666,5-Jun,318,8/16/1996,Oregon,T,Calvin Throckmorton
52673,4-Jun,245,11/7/1996,South Florida,TE,Mitchell Wilcox
52697,2-Jun,185,9/16/1996,Florida Atlantic,CB,James Pierre
52706,4-Jun,250,NA,Indiana State,MLB,Jonas Griffith
52708,9-May,205,9/12/1996,Baylor,RB,Jamycal Hasty
52721,4-Jun,199,1/15/1997,Ohio State,WR,Binjimen Victor
52725,3-Jun,250,9/1/1996,North Dakota State,TE,Ben Ellefson
52733,10-May,220,8/9/1998,Illinois State,RB,James Robinson
52743,1-Jun,329,11/27/1997,Mississippi,DT,Benito Jones
52759,2-Jun,305,6/16/1998,Wagner,DT,Chris Williams
52762,11-May,225,11/24/1997,Notre Dame,RB,Tony Jones
52764,10-May,190,9/12/1998,Wake Forest,CB,Essang Bassey
52766,Jun-00,195,2/19/1997,Wake Forest,WR,Kendall Hinton
52778,10-May,175,NA,Washington,WR,Andre Baccellia
52792,4-Jun,255,6/25/1998,Missouri S&amp;T,DT,Tershawn Wharton
52797,2-Jun,235,2/26/1998,Michigan State,OLB,Joe Bachie
52835,4-Jun,310,10/5/1997,Brown,DT,Michael Hoecht
52844,2-Jun,230,1/30/1997,South Dakota State,MLB,Christian Rozeboom
52846,5-Jun,275,8/17/1995,Weber State,DT,Jonah Williams
52848,2-Jun,285,3/9/1998,Rice,DE,Myles Adams
52852,11-May,211,8/5/1997,Mississippi,FS,Myles Hartsfield
52858,3-Jun,240,10/16/1996,Western Michigan,TE,Giovanni Ricci
52863,1-Jun,235,4/2/1998,UCLA,MLB,Krys Barnes
52873,5-Jun,250,1/21/1997,Southern Methodist,DE,Delontae Scott
52894,4-Jun,315,3/23/1998,Missouri,C,Trystan Colon
52904,Jun-00,205,6/12/1998,Army,CB,Elijah Riley
